"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000259414",3.12653660312512,0.207224629677306,0.773549892623217,0.267887865609519,0.788785634280896,NA
"ENSG00000259415",0.751301690635763,1.37879526891755,0.895012076580848,1.54053258609076,0.123430586091488,NA
"ENSG00000259416",1.39136402705768,-1.29544149640087,0.676737571914823,-1.91424497495452,0.0555888615697013,NA
"ENSG00000259417",10.6207826533018,-0.0610910678311831,0.457092776433424,-0.133651352593801,0.893678274926561,0.989396374381519
"ENSG00000259419",0.514515546526464,0.319863801312167,1.03859186315688,0.307978343234769,0.758098811520406,NA
"ENSG00000259420",1.14810047522502,0.740396873408333,0.917978800810825,0.806551167362863,0.419925117503254,NA
"ENSG00000259422",1.06940084180909,-0.268998306949701,0.726771524589557,-0.370127746958189,0.711287308819477,NA
"ENSG00000259426",0.694484237794204,1.10575748111334,1.01750106823039,1.08673839825686,0.277152439019376,NA
"ENSG00000259429",29.9865053456406,0.272073848567424,0.139939766992113,1.94422110609029,0.0518687936574249,0.578914145901962
"ENSG00000259431",237.384705356302,0.0469434742428496,0.071894089680718,0.652953176698193,0.513786465186403,0.92246710152221
"ENSG00000259433",2.69229519717116,0.467136470217485,0.456401132127574,1.02352171660895,0.30606123737872,NA
"ENSG00000259436",0.630792040137654,-1.11712762289493,1.17588279644075,-0.95003313789124,0.342095414919238,NA
"ENSG00000259437",0.286785822887138,0.089128338839112,1.25530984485991,0.0710010673492795,0.943396906014586,NA
"ENSG00000259438",0.431088747186651,-0.885082470057333,1.51280121857447,-0.585061975882963,0.558506045018028,NA
"ENSG00000259442",1.73811244183968,0.830860406181226,0.601156933130994,1.38210234364906,0.166940278983338,NA
"ENSG00000259445",2.2560585860599,0.657146932306429,0.775280634433146,0.847624593108673,0.396647073591651,NA
"ENSG00000259446",2.98981198548832,0.428098982929256,0.580760161195508,0.737135588033458,0.461039899097436,NA
"ENSG00000259448",1.46493634274524,0.417902864603847,0.586976915294962,0.71195792153742,0.476490833052748,NA
"ENSG00000259453",2.9135848389252,-0.0311041120866833,0.539389728680325,-0.0576653770600766,0.95401517288684,NA
"ENSG00000259456",7.53119133445639,-0.110259288275669,0.282111538657337,-0.390835797785619,0.695918612557426,0.95713169253848
"ENSG00000259458",0.660908894644685,0.00047500270753572,0.997247882420336,0.000476313578508567,0.999619956763978,NA
"ENSG00000259460",0.380308355839074,0.441373321335622,1.17071647405662,0.377011284214896,0.70616521905416,NA
"ENSG00000259462",32.4283500595039,0.0239943662830057,0.172459465793648,0.139130468557264,0.889347051940602,0.98904784995028
"ENSG00000259474",0.339464745601251,1.4121427400165,1.47996816253277,0.954171025949512,0.339997078351435,NA
"ENSG00000259475",16.6836782110227,-0.216607766674339,0.234760887339395,-0.922673998761932,0.356177119796262,0.870027891533706
"ENSG00000259478",2.02250197191239,-0.0900705002888905,0.486772592435627,-0.185036096297475,0.853200723647931,NA
"ENSG00000259479",9.4100326383348,-0.171346394618438,0.562753425906921,-0.304478634390009,0.760763267813023,0.969016057740707
"ENSG00000259485",3.26799123300367,0.180754765929402,0.434557390566577,0.415951425181684,0.677445548091504,NA
"ENSG00000259488",24.9524068388586,0.206403871691747,0.166937608158655,1.23641325623633,0.21630499112081,0.803181307487681
"ENSG00000259494",348.803886511631,0.0561582252845827,0.0665140993466075,0.844305580865495,0.398498668303516,0.888639590191919
"ENSG00000259495",31.6129275051833,-0.0944302935494376,0.221652696110698,-0.426028174736378,0.670087315945534,0.952229229379298
"ENSG00000259498",8.14345268746446,-0.621882446236576,0.309271778641876,-2.01079597035166,0.0443470119504511,0.555300631384077
"ENSG00000259511",2.28142180936798,-0.156704670969682,0.571813116157314,-0.274048752191564,0.784047156397039,NA
"ENSG00000259512",0.299029362591765,-1.08225624101196,1.51970618772775,-0.712148341404162,0.476372922032462,NA
"ENSG00000259515",1.38165559227385,-0.298627268499211,0.644854984359479,-0.463092130389333,0.643298330600602,NA
"ENSG00000259516",0.353724337374719,0.209353077304702,1.0864841684739,0.192688566828143,0.847202878005691,NA
"ENSG00000259519",0.957187362133567,-0.826323781344843,0.804571462221009,-1.0270359068712,0.30440355663161,NA
"ENSG00000259520",13.3906333629769,0.0810068244324428,0.237520401625029,0.341052069120056,0.733064383517911,0.963770379059816
"ENSG00000259522",5.28372172632697,-1.34910727114621,1.50506359621289,-0.896378913516276,0.370050425372542,0.877982014770256
"ENSG00000259523",6.99421876107838,-0.360401870807848,0.304292730213774,-1.18439198516066,0.236257931409025,0.811407237909076
"ENSG00000259529",39.3872982483729,-0.0842191589454499,0.22755473149812,-0.370105066113054,0.711304207512986,0.962022540538759
"ENSG00000259531",0.679426005639384,0.642195783123225,1.05014558299424,0.611530242589941,0.540848603301752,NA
"ENSG00000259536",0.77281006199906,-0.367166041040386,0.903365154397966,-0.406442554544932,0.68441745760391,NA
"ENSG00000259539",15.4518073095281,-0.0502192385357181,0.210029192468075,-0.239105992579349,0.81102339513052,0.975340563049774
"ENSG00000259546",0.369589272396115,-0.252202532692786,1.18820290561024,-0.212255441812154,0.831907755651347,NA
"ENSG00000259548",1.07389054680025,-0.38855386712876,0.750082757977906,-0.518014663043627,0.604448038833938,NA
